ID,Purchase_Amount,Account_Type,Retailer,Transaction_Date,AccountNumber
56831,7.2569848009999998,bank_account,HarbourFront,2020-12-28 00:00:00.0000000,31-43321
56832,17.459462389999999,bank_account,Foodworld,2020-12-23 00:00:00.0000000,28-63342
56833,1.7299043540000001,credit_card,Subway,2020-12-30 00:00:00.0000000,54-43321
56834,74.805738120000001,credit_card,Walmart,2020-12-24 00:00:00.0000000,61-63342
56835,12.2504098,bank_account,Husky,2020-12-20 00:00:00.0000000,37-43321
56836,55.922175600000003,credit_card,Bala Freshmart,2020-12-30 00:00:00.0000000,44-43321
56837,42.940015340000002,credit_card,Petro-Canada,2020-12-08 00:00:00.0000000,66-43321
56838,50.804163879999997,bank_account,Microsoft,2020-12-06 00:00:00.0000000,64-43321
56839,80.872655699999996,credit_card,Save On Foods,2020-12-17 00:00:00.0000000,40-43321
56840,77.364306760000005,bank_account,Jockey,2020-12-19 00:00:00.0000000,23-63342
56841,76.010356099999996,credit_card,Cartier,2020-12-12 00:00:00.0000000,46-43321
56842,52.425821110000001,credit_card,Walmart,2020-12-16 00:00:00.0000000,23-43321
56843,62.594926790000002,bank_account,I G A,2020-12-09 00:00:00.0000000,40-43321
56844,58.298279039999997,credit_card,Walmart,2020-12-05 00:00:00.0000000,43-63342
56845,33.529907430000002,credit_card,World Gym,2020-12-27 00:00:00.0000000,27-43321
56846,7.6026988370000002,credit_card,Shoppers Drug Mart,2020-12-14 00:00:00.0000000,41-63342
56847,5.3125301450000002,credit_card,MacEwen Petroleum,2020-12-06 00:00:00.0000000,28-63342
56848,10.06356461,bank_account,Hamilton Beach Brands Inc,2020-12-09 00:00:00.0000000,32-63342
56849,12.175967890000001,bank_account,Sakura Sushi,2020-12-25 00:00:00.0000000,44-43321
56850,86.085562049999993,credit_card,Lego,2020-12-25 00:00:00.0000000,30-63342
56851,11.517381350000001,credit_card,Loblaws,2020-12-11 00:00:00.0000000,35-63342
56852,13.53700521,credit_card,Winners,2020-12-05 00:00:00.0000000,65-63342
56853,5.9023439099999999,bank_account,Tim Hortons,2020-12-17 00:00:00.0000000,43-63342
56854,5.2884458690000002,bank_account,Shoppers Drug Mart,2020-12-01 00:00:00.0000000,44-63342
56855,22.228390829999999,credit_card,Kobo,2020-12-04 00:00:00.0000000,50-43321
56856,6.9463350139999998,credit_card,Aerofleet Services,2020-12-24 00:00:00.0000000,36-63342
56857,70.521176249999996,credit_card,Walmart,2020-12-02 00:00:00.0000000,36-63342
56858,7.2292318299999998,bank_account,Pizza Pizza,2020-12-31 00:00:00.0000000,59-63342
56859,30.814389120000001,bank_account,Cineplex Entertainment,2020-12-12 00:00:00.0000000,57-63342
56860,2.8439086389999999,credit_card,Ruth's,2020-12-27 00:00:00.0000000,26-43321
56861,45.067777239999998,bank_account,Jean Coutu,2020-12-19 00:00:00.0000000,45-43321
56862,11.79106479,bank_account,Btrust Supermarket,2020-12-02 00:00:00.0000000,47-63342
56863,7.2801548719999998,credit_card,Husky,2020-12-23 00:00:00.0000000,36-43321
56864,7.8917352540000003,bank_account,Starbucks,2020-12-05 00:00:00.0000000,47-63342
56865,2.6732100779999999,credit_card,Spotify,2020-12-10 00:00:00.0000000,46-63342
56866,7.4595322160000004,bank_account,Tim Hortons,2020-12-21 00:00:00.0000000,53-43321
56867,31.315342709999999,credit_card,Yam Chops,2020-12-31 00:00:00.0000000,28-63342
56868,7.2702227270000002,credit_card,Tim Hortons,2020-12-19 00:00:00.0000000,27-43321
56869,47.262719050000001,credit_card,Walmart,2020-12-01 00:00:00.0000000,33-63342
56870,40.28478922,credit_card,Caribbean Corner,2020-12-26 00:00:00.0000000,48-63342
56871,2.4624389039999999,credit_card,Famous Footwear,2020-12-14 00:00:00.0000000,45-63342
56872,2.9247797709999999,bank_account,Arby's,2020-12-24 00:00:00.0000000,34-63342
56873,7.1489060179999999,bank_account,McDonald's,2020-12-10 00:00:00.0000000,27-43321
56874,8.890065281,credit_card,Homesense,2020-12-23 00:00:00.0000000,34-63342
56875,1.4625742209999999,bank_account,B. &amp; T Food,2020-12-01 00:00:00.0000000,60-63342
56876,10.46124648,bank_account,Paesano Pizza,2020-12-07 00:00:00.0000000,32-63342
56877,4.1441707020000003,bank_account,Golden Dragon,2020-12-16 00:00:00.0000000,38-63342
56878,7.4965925489999998,bank_account,Petro-Canada,2020-12-09 00:00:00.0000000,34-43321
56879,7.1547365579999997,bank_account,Starbucks,2020-12-09 00:00:00.0000000,27-43321
56880,26.912236490000002,bank_account,COUNTRY MEADOWS GOLF C,2020-12-06 00:00:00.0000000,32-63342
56881,35.158165539999999,credit_card,Safeway,2020-12-05 00:00:00.0000000,31-63342
56882,10.107728850000001,bank_account,Rogers,2020-12-07 00:00:00.0000000,54-43321
56883,2.9775241280000002,credit_card,Tim Hortons,2020-12-09 00:00:00.0000000,26-63342
56884,3.6717830760000001,bank_account,Btrust Supermarket,2020-12-27 00:00:00.0000000,25-63342
56885,35.289316569999997,bank_account,Petro-Canada,2020-12-24 00:00:00.0000000,31-43321
56886,15.95283161,credit_card,Arby's,2020-12-14 00:00:00.0000000,26-43321
56887,16.78799291,bank_account,San Remo,2020-12-07 00:00:00.0000000,30-43321
56888,57.493601030000001,bank_account,Joelle's,2020-12-16 00:00:00.0000000,50-43321
56889,39.043214390000003,credit_card,Petro-Canada,2020-12-14 00:00:00.0000000,48-43321
56890,1.103639037,bank_account,Atlantic Superstore,2020-12-21 00:00:00.0000000,27-43321
56891,1.628638757,bank_account,Blue Nile,2020-12-16 00:00:00.0000000,27-43321
56892,4.5138172709999997,bank_account,Lee Valley Tools,2020-12-03 00:00:00.0000000,41-63342
56893,51.762016389999999,credit_card,My Sushi,2020-12-16 00:00:00.0000000,51-63342
56894,31.061995929999998,bank_account,Walmart,2020-12-30 00:00:00.0000000,29-43321
56895,29.715972069999999,credit_card,7 Eleven,2020-12-10 00:00:00.0000000,54-63342
56896,28.975393369999999,bank_account,Paul's Kitchen,2020-12-01 00:00:00.0000000,57-63342
56897,69.191952200000003,credit_card,Square Enix,2020-12-04 00:00:00.0000000,49-43321
56898,69.6320853,bank_account,Petro-Canada,2020-12-19 00:00:00.0000000,49-43321
56899,10.688880960000001,credit_card,Tim Hortons,2020-12-24 00:00:00.0000000,29-43321
56900,23.358925710000001,bank_account,Mc Afee,2020-12-01 00:00:00.0000000,59-43321
56901,10.12422684,bank_account,Golden Dragon,2020-12-29 00:00:00.0000000,69-43321
56902,10.216659630000001,bank_account,Sakura Sushi,2020-12-27 00:00:00.0000000,29-63342
56903,57.865089500000003,bank_account,Walmart,2020-12-04 00:00:00.0000000,44-63342
56904,27.356136150000001,bank_account,Ultramar Ltd,2020-12-20 00:00:00.0000000,24-63342
56905,30.9675519,credit_card,Jimmy G's,2020-12-02 00:00:00.0000000,27-63342
56906,61.881062700000001,credit_card,Fabricland,2020-12-15 00:00:00.0000000,33-43321
56907,34.391952799999999,bank_account,Coriander Green,2020-12-28 00:00:00.0000000,45-43321
56908,35.773495320000002,bank_account,Zehrs,2020-12-17 00:00:00.0000000,24-63342
56909,76.334104359999998,credit_card,Walmart,2020-12-06 00:00:00.0000000,39-63342
56910,3.875950134,bank_account,Roti Hut,2020-12-28 00:00:00.0000000,50-43321
56911,3.1079608670000001,bank_account,Canalside Pub &amp; Eatery,2020-12-03 00:00:00.0000000,45-43321
56912,3.512253173,credit_card,A&W,2020-12-06 00:00:00.0000000,56-43321
56913,4.382866065,bank_account,Little Caesars,2020-12-24 00:00:00.0000000,27-63342
56914,48.590615329999999,bank_account,Bc Liquor Stores,2020-12-13 00:00:00.0000000,56-43321
56915,32.40551026,bank_account,Pizza Hut,2020-12-12 00:00:00.0000000,26-63342
56916,47.337447089999998,bank_account,Marcello's,2020-12-04 00:00:00.0000000,69-43321
56917,5.0326963329999996,bank_account,I Tunes,2020-12-22 00:00:00.0000000,37-63342
56918,56.61328091,credit_card,Walgreens,2020-12-23 00:00:00.0000000,45-43321
56919,11.425417850000001,credit_card,Petro-Canada,2020-12-16 00:00:00.0000000,40-43321
56920,6.9573744099999999,credit_card,Tim Hortons,2020-12-04 00:00:00.0000000,33-63342
56921,6.6282819230000003,credit_card,Subway,2020-12-27 00:00:00.0000000,55-43321
56922,1.2205031690000001,bank_account,Tim Hortons,2020-12-05 00:00:00.0000000,40-63342
56923,57.975454020000001,bank_account,Walmart,2020-12-02 00:00:00.0000000,29-43321
56924,21.509004099999999,bank_account,Monastery Baker,2020-12-04 00:00:00.0000000,48-43321
56925,6.6442311170000004,bank_account,Wagamama,2020-12-25 00:00:00.0000000,52-43321
56926,16.929760550000001,credit_card,Beachbody,2020-12-11 00:00:00.0000000,24-43321
56927,2.5560829890000001,bank_account,Xbox,2020-12-21 00:00:00.0000000,21-63342
56928,6.6677692329999996,credit_card,Food Basics,2020-12-05 00:00:00.0000000,33-63342
56929,25.120280409999999,bank_account,Kwik Way,2020-12-16 00:00:00.0000000,25-63342
56930,47.38984928,credit_card,Diva Petroleum,2020-12-06 00:00:00.0000000,33-63342
56931,8.5446348269999994,bank_account,Subway,2020-12-06 00:00:00.0000000,31-43321
56932,20.977335929999999,bank_account,B2,2020-12-20 00:00:00.0000000,21-43321
56933,18.16022521,bank_account,Saks Off 5th,2020-12-17 00:00:00.0000000,41-63342
56934,29.961049939999999,credit_card,Petro-Canada,2020-12-07 00:00:00.0000000,57-63342
56935,15.11619625,bank_account,Villa Madina,2020-12-07 00:00:00.0000000,64-43321
56936,13.725981490000001,bank_account,Milk Mart,2020-12-18 00:00:00.0000000,35-63342
56937,42.824133660000001,bank_account,Safeway,2020-12-15 00:00:00.0000000,40-63342
56938,2.5529828210000001,bank_account,Rexall,2020-12-29 00:00:00.0000000,44-63342
56939,18.14555412,bank_account,E Park,2020-12-22 00:00:00.0000000,29-43321
56940,33.112924829999997,credit_card,Encore,2020-12-21 00:00:00.0000000,41-43321
56941,7.1123427670000003,bank_account,Golden Dragon,2020-12-14 00:00:00.0000000,26-63342
56942,24.61519599,bank_account,Nickels Restaurant,2020-12-27 00:00:00.0000000,41-43321
56943,21.25118101,credit_card,Squarespace,2020-12-18 00:00:00.0000000,22-63342
56944,68.2857865,bank_account,Circle K,2020-12-25 00:00:00.0000000,23-43321
56945,9.8801061570000002,bank_account,McDonald's,2020-12-27 00:00:00.0000000,27-63342
56946,18.278545449999999,credit_card,Levi's,2020-12-28 00:00:00.0000000,49-43321
56947,30.887188259999999,credit_card,No Frills,2020-12-04 00:00:00.0000000,30-43321
56948,4.3556321379999998,credit_card,Midi Bistro,2020-12-08 00:00:00.0000000,45-43321
56949,6.7106362739999996,bank_account,Spin Dessert Cafe,2020-12-27 00:00:00.0000000,31-43321
56950,68.265719930000003,credit_card,Squarespace,2020-12-26 00:00:00.0000000,37-43321
56951,4.0421648100000001,bank_account,Thai Express,2020-12-26 00:00:00.0000000,24-63342
56952,3.0778856559999999,bank_account,Tim Hortons,2020-12-06 00:00:00.0000000,33-63342
56953,22.200303399999999,credit_card,Rogers,2020-12-25 00:00:00.0000000,37-43321
56954,21.197741860000001,credit_card,CSV Pharmacy,2020-12-04 00:00:00.0000000,45-63342
56955,38.943089360000002,bank_account,Top Choice,2020-12-07 00:00:00.0000000,26-43321
56956,12.273542989999999,bank_account,KAUFLAND,2020-12-30 00:00:00.0000000,53-63342
56957,27.045472740000001,bank_account,Kobo,2020-12-18 00:00:00.0000000,48-43321
56958,8.0143646660000005,bank_account,D S Pizza,2020-12-14 00:00:00.0000000,30-43321
56959,40.714717909999997,bank_account,Forever 21,2020-12-13 00:00:00.0000000,32-43321
56960,8.2983168240000005,bank_account,Tim Hortons,2020-12-27 00:00:00.0000000,33-43321
56961,11.132186580000001,bank_account,Kwik Way,2020-12-09 00:00:00.0000000,56-43321
56962,18.987228940000001,bank_account,Petro-Canada,2020-12-04 00:00:00.0000000,28-63342
56963,6.3703356949999996,credit_card,Strada,2020-12-12 00:00:00.0000000,23-63342
56964,11.5133414,bank_account,Dairy Queen,2020-12-02 00:00:00.0000000,35-43321
56965,65.779301829999994,credit_card,Five Guys,2020-12-31 00:00:00.0000000,58-63342
56966,8.2365313409999992,credit_card,Subway,2020-12-03 00:00:00.0000000,57-43321
56967,37.371744640000003,credit_card,Naples Pizza,2020-12-05 00:00:00.0000000,47-63342
56968,37.707409050000003,bank_account,Xbox,2020-12-30 00:00:00.0000000,57-43321
56969,2.4253487859999998,bank_account,McDonald's,2020-12-03 00:00:00.0000000,32-63342
56970,60.769286829999999,bank_account,Ultramar Ltd,2020-12-04 00:00:00.0000000,46-63342
56971,14.53367074,credit_card,McDonald's,2020-12-21 00:00:00.0000000,53-43321
56972,17.139195470000001,bank_account,Amazon,2020-12-22 00:00:00.0000000,53-43321
56973,3.8846199760000002,credit_card,Stone Crock Bakery,2020-12-31 00:00:00.0000000,47-63342
56974,4.0005000370000001,bank_account,Fresh Co.,2020-12-06 00:00:00.0000000,35-43321
56975,6.0353212660000004,bank_account,Gino's Pizza,2020-12-19 00:00:00.0000000,29-43321
56976,7.2322881680000002,credit_card,McDonald's,2020-12-22 00:00:00.0000000,53-43321
56977,15.716922200000001,credit_card,Rocco's,2020-12-25 00:00:00.0000000,26-43321
56978,56.919472319999997,bank_account,Zarkys,2020-12-14 00:00:00.0000000,59-43321
56979,0.032028635,bank_account,Le Chateau,2020-12-10 00:00:00.0000000,26-63342
56980,6.6735868790000001,credit_card,Rogers,2020-12-15 00:00:00.0000000,23-43321
56981,14.410354509999999,bank_account,Remark Fresh Markets,2020-12-06 00:00:00.0000000,45-43321
56982,19.643863710000002,credit_card,Nickels Restaurant,2020-12-12 00:00:00.0000000,27-43321
56983,22.032575749999999,bank_account,On The Run,2020-12-31 00:00:00.0000000,33-43321
56984,3.1670664070000001,credit_card,Shell,2020-12-14 00:00:00.0000000,22-43321
56985,41.51767882,credit_card,Bell,2020-12-19 00:00:00.0000000,65-63342
56986,120.63959269999999,bank_account,Coppa's Fresh Market,2020-12-20 00:00:00.0000000,22-43321
56987,6.6616071630000002,bank_account,Fresh,2020-12-01 00:00:00.0000000,40-63342
56988,18.49903857,bank_account,E Park,2020-12-16 00:00:00.0000000,31-63342
56989,9.5935396159999993,bank_account,Firehouse Subs,2020-12-24 00:00:00.0000000,36-43321
56990,12.473391210000001,bank_account,Amazon,2020-12-26 00:00:00.0000000,67-43321
56991,6.3210076940000004,credit_card,Sbarro,2020-12-27 00:00:00.0000000,69-43321
56992,9.3271308380000004,bank_account,Tim Hortons,2020-12-28 00:00:00.0000000,57-63342
56993,23.238621559999999,credit_card,Fas Gas,2020-12-27 00:00:00.0000000,50-43321
56994,8.4707654469999998,bank_account,La Maison Smith,2020-12-09 00:00:00.0000000,37-43321
56995,23.832219980000001,bank_account,Fas Gas,2020-12-07 00:00:00.0000000,67-63342
56996,40.565415559999998,credit_card,Oakes Farms,2020-12-05 00:00:00.0000000,21-63342
56997,12.50327873,bank_account,Lulus Fashion Lounge,2020-12-17 00:00:00.0000000,43-43321
56998,7.5025576149999997,bank_account,Michinoku,2020-12-02 00:00:00.0000000,65-63342
56999,7.2156188529999996,credit_card,Rexall,2020-12-26 00:00:00.0000000,67-43321
57000,11.611199389999999,credit_card,Ned Devine's,2020-12-08 00:00:00.0000000,68-43321
57001,26.165442219999999,credit_card,Petro-Canada,2020-12-25 00:00:00.0000000,49-43321
57002,31.807818480000002,bank_account,Salvatore Ferragamo,2020-12-20 00:00:00.0000000,44-43321
57003,1.9414071239999999,credit_card,Tim Hortons,2020-12-19 00:00:00.0000000,24-63342
57004,23.740287210000002,credit_card,Intermarche,2020-12-25 00:00:00.0000000,48-43321
57005,21.415412750000002,credit_card,Safeway,2020-12-31 00:00:00.0000000,55-63342
57006,11.76458822,bank_account,Bridgehead,2020-12-17 00:00:00.0000000,58-43321
57007,6.5811295980000004,credit_card,Basha Restaurant,2020-12-26 00:00:00.0000000,38-63342
57008,14.61700982,bank_account,Joe Dog's,2020-12-07 00:00:00.0000000,65-43321
57009,34.741456380000002,credit_card,Canada Post,2020-12-31 00:00:00.0000000,42-43321
57010,10.28915868,bank_account,Davids Tea,2020-12-16 00:00:00.0000000,41-43321
57011,5.4744365320000004,bank_account,Food Basics,2020-12-19 00:00:00.0000000,25-63342
57012,1.214547622,bank_account,Husky,2020-12-17 00:00:00.0000000,35-43321
57013,7.0501861180000001,bank_account,Taxi Montreal Express,2020-12-23 00:00:00.0000000,48-43321
57014,7.8363881739999997,bank_account,Mac's Convenience Store,2020-12-28 00:00:00.0000000,44-63342
57015,3.525276345,credit_card,McDonald's,2020-12-12 00:00:00.0000000,27-43321
57016,13.2766284,credit_card,McEwan,2020-12-16 00:00:00.0000000,42-63342
57017,26.83128219,bank_account,Blanchard's,2020-12-13 00:00:00.0000000,41-43321
57018,31.420341029999999,credit_card,E Park,2020-12-24 00:00:00.0000000,48-63342
57019,5.8275492839999998,credit_card,East Side Mario's,2020-12-15 00:00:00.0000000,52-43321
57020,2.2709841750000002,credit_card,Hong Phat,2020-12-22 00:00:00.0000000,23-43321
57021,7.1546086569999998,bank_account,Tim Hortons,2020-12-12 00:00:00.0000000,33-43321
57022,29.524800330000001,credit_card,Giant Eagle Inc,2020-12-10 00:00:00.0000000,49-43321
57023,15.760201840000001,bank_account,Tapp Car,2020-12-19 00:00:00.0000000,40-63342
57024,43.933790039999998,bank_account,Wine Rack,2020-12-27 00:00:00.0000000,26-43321
57025,7.2840881519999998,bank_account,The Beer Store,2020-12-31 00:00:00.0000000,23-63342
57026,11.09901511,bank_account,Sobeys,2020-12-04 00:00:00.0000000,23-63342
57027,47.54538281,bank_account,Running Room Canada Inc.,2020-12-01 00:00:00.0000000,43-43321
57028,7.3921361929999998,credit_card,Mansion House,2020-12-18 00:00:00.0000000,39-43321
57029,3.821939983,bank_account,Tim Hortons,2020-12-06 00:00:00.0000000,42-63342
57030,6.4616443200000004,bank_account,Tim Hortons,2020-12-03 00:00:00.0000000,25-43321
57031,4.167579355,bank_account,HarbourFront,2020-12-11 00:00:00.0000000,35-63342
57032,6.5723799969999996,credit_card,Mary Brown's,2020-12-31 00:00:00.0000000,54-43321
57033,10.20936727,credit_card,McDonald's,2020-12-25 00:00:00.0000000,54-63342
57034,29.06443329,bank_account,No Frills,2020-12-04 00:00:00.0000000,69-43321
57035,34.52384034,credit_card,Bel Air Taxi,2020-12-24 00:00:00.0000000,37-43321
57036,13.18751149,bank_account,Loblaws,2020-12-31 00:00:00.0000000,35-43321
57037,43.319633209999999,credit_card,Winners,2020-12-24 00:00:00.0000000,32-43321
57038,32.06951626,bank_account,Cineplex Entertainment,2020-12-17 00:00:00.0000000,30-43321
57039,102.9692817,credit_card,Old Navy,2020-12-11 00:00:00.0000000,40-63342
57040,7.1712367720000003,bank_account,McDonald's,2020-12-07 00:00:00.0000000,33-63342
57041,48.981738489999998,credit_card,Shell,2020-12-13 00:00:00.0000000,26-63342
57042,58.08782695,credit_card,The Home Depot,2020-12-05 00:00:00.0000000,39-63342
57043,6.6786957549999997,credit_card,Zehrs,2020-12-15 00:00:00.0000000,38-63342
